refid	key	variant	status	spawn_count
36241	res_mob_god_ghost_kingnipper	0	PROVEN	48
36242	res_mob_god_ghost_kingnipper	0	PROVEN	48
36243	res_mob_god_ghost_kingnipper	0	PROVEN	48
36244	res_mob_god_ghost_kingnipper	0	PROVEN	48
36245	res_mob_god_ghost_kingnipper	0	PROVEN	48
36246	res_mob_god_ghost_kingnipper	0	PROVEN	48
36247	res_mob_god_ghost_kingnipper	0	PROVEN	48
36248	res_mob_god_ghost_kingnipper	0	PROVEN	48
36249	res_mob_god_ghost_pirate	0	PROVEN	36
36250	res_mob_god_ghost_pirate	0	PROVEN	36
36251	res_mob_god_ghost_pirate	0	PROVEN	36
36252	res_mob_god_ghost_pirate	0	PROVEN	36
36253	res_mob_god_ghost_pirate	0	PROVEN	36
36254	res_mob_god_ghost_pirate	0	PROVEN	36
36255	res_mob_god_ghost_pirate	0	PROVEN	36
36256	res_mob_god_ghost_pirate	0	PROVEN	36
36257	res_mob_god_ghost_commander	0	PROVEN	40
36258	res_mob_god_ghost_commander	0	PROVEN	40
36259	res_mob_god_ghost_commander	0	PROVEN	40
36260	res_mob_god_ghost_commander	0	PROVEN	40
36261	res_mob_god_ghost_commander	0	PROVEN	40
36262	res_mob_god_ghost_commander	0	PROVEN	40
36263	res_mob_god_ghost_commander	0	PROVEN	40
36264	res_mob_god_ghost_commander	0	PROVEN	40
36265	res_mob_god_ghost_specter	0	PROVEN	40
36266	res_mob_god_ghost_specter	0	PROVEN	40
36267	res_mob_god_ghost_specter	0	PROVEN	40
36268	res_mob_god_ghost_specter	0	PROVEN	40
36269	res_mob_god_ghost_specter	0	PROVEN	40
36270	res_mob_god_ghost_specter	0	PROVEN	40
36271	res_mob_god_ghost_specter	0	PROVEN	40
36272	res_mob_god_ghost_specter	0	PROVEN	40
36273	res_mob_god_ghost_wreck	0	PROVEN	32
36274	res_mob_god_ghost_wreck	0	PROVEN	32
36275	res_mob_god_ghost_wreck	0	PROVEN	32
36276	res_mob_god_ghost_wreck	0	PROVEN	32
36277	res_mob_god_ghost_wreck	0	PROVEN	32
36278	res_mob_god_ghost_wreck	0	PROVEN	32
36279	res_mob_god_ghost_wreck	0	PROVEN	32
36280	res_mob_god_ghost_wreck	0	PROVEN	32
36281	res_mob_god_ghost_gluttony	0	PROVEN	12
36282	res_mob_god_ghost_gluttony	0	PROVEN	12
36283	res_mob_god_ghost_gluttony	0	PROVEN	12
36284	res_mob_god_ghost_gluttony	0	PROVEN	12
36285	res_mob_god_ghost_gluttony	0	PROVEN	12
36286	res_mob_god_ghost_gluttony	0	PROVEN	12
36287	res_mob_god_ghost_gluttony	0	PROVEN	12
36288	res_mob_god_ghost_gluttony	0	PROVEN	12
36289	res_mob_god_ghost_beast	0	PROVEN	20
36290	res_mob_god_ghost_beast	0	PROVEN	20
36291	res_mob_god_ghost_beast	0	PROVEN	20
36292	res_mob_god_ghost_beast	0	PROVEN	20
36293	res_mob_god_ghost_beast	0	PROVEN	20
36294	res_mob_god_ghost_beast	0	PROVEN	20
36295	res_mob_god_ghost_beast	0	PROVEN	20
36296	res_mob_god_ghost_beast	0	PROVEN	20
36305	res_mob_god_elemental	0	PROVEN	74
36306	res_mob_god_elemental	0	PROVEN	74
36307	res_mob_god_elemental	0	PROVEN	74
36308	res_mob_god_elemental	0	PROVEN	74
36309	res_mob_god_elemental	0	PROVEN	74
36310	res_mob_god_elemental	0	PROVEN	74
36311	res_mob_god_elemental	0	PROVEN	74
36312	res_mob_god_elemental	0	PROVEN	74
36313	res_etc_event_pandora	0	PROVEN	44
36314	res_etc_event_pandora	0	PROVEN	44
36315	res_etc_event_pandora	0	PROVEN	44
36316	res_etc_event_pandora	0	PROVEN	44
36317	res_etc_event_pandora	0	PROVEN	44
36318	res_etc_event_pandora	0	PROVEN	44
36319	res_etc_event_pandora	0	PROVEN	44
36320	res_etc_event_pandora	0	PROVEN	44
36321	res_mob_god_togui_elder	0	PROVEN	6
36322	res_mob_god_togui_elder	0	PROVEN	6
36323	res_mob_god_togui_elder	0	PROVEN	6
36324	res_mob_god_togui_elder	0	PROVEN	6
36325	res_mob_god_togui_elder	0	PROVEN	6
36326	res_mob_god_togui_elder	0	PROVEN	6
36327	res_mob_god_flame_cowking	0	PROVEN	8
36328	res_mob_god_flame_cowking	0	PROVEN	8
36329	res_mob_god_flame_cowking	0	PROVEN	8
36330	res_mob_god_flame_cowking	0	PROVEN	8
36331	res_mob_god_flame_cowking	0	PROVEN	8
36332	res_mob_god_flame_cowking	0	PROVEN	8
36333	res_mob_god_flame_cowking	0	PROVEN	8
36334	res_mob_god_flame_cowking	0	PROVEN	8
36335	res_mob_god_ghost_undine	0	PROVEN	8
36336	res_mob_god_ghost_undine	0	PROVEN	8
36337	res_mob_god_ghost_undine	0	PROVEN	8
36338	res_mob_god_ghost_undine	0	PROVEN	8
36339	res_mob_god_ghost_undine	0	PROVEN	8
36340	res_mob_god_ghost_undine	0	PROVEN	8
36341	res_mob_god_ghost_undine	0	PROVEN	8
36342	res_mob_god_ghost_undine	0	PROVEN	8
3798	res_mob_taklamakan_edimmu	0	PROVEN	61
3799	res_mob_taklamakan_deathkara	0	PROVEN	45
3801	res_mob_taklamakan_devileye	0	PROVEN	39
3803	res_mob_taklamakan_bonehunter	0	PROVEN	25
3804	res_mob_taklamakan_bonesoldier	0	PROVEN	42
3808	res_mob_taklamakan_bonemage	0	PROVEN	31
3809	res_mob_taklamakan_bonegeneral	0	PROVEN	17
3810	res_mob_taklamakan_bonelord	0	PROVEN	10
38148	res_mob_sd_apriest	0	PROVEN	4
38149	res_mob_sd_apriest	0	PROVEN	4
38150	res_mob_sd_apriest	0	PROVEN	4
38151	res_mob_sd_windpriest	0	PROVEN	15
38152	res_mob_sd_windpriest	0	PROVEN	15
38153	res_mob_sd_windpriest	0	PROVEN	15
38154	res_mob_sd_imouthes	0	PROVEN	22
38155	res_mob_sd_imouthes	0	PROVEN	22
38156	res_mob_sd_imouthes	0	PROVEN	22
38157	res_mob_sd_mummy	0	PROVEN	9
38158	res_mob_sd_mummy	0	PROVEN	9
38159	res_mob_sd_mummy	0	PROVEN	9
38160	res_mob_sd_mummy	0	PROVEN	9
38161	res_mob_sd_mummy	0	PROVEN	9
38162	res_mob_sd_mummy	0	PROVEN	9
38163	res_mob_sd_spector	0	PROVEN	11
38164	res_mob_sd_spector	0	PROVEN	11
38165	res_mob_sd_hyena	0	PROVEN	111
38166	res_mob_sd_hyena	0	PROVEN	111
38167	res_mob_sd_hyena	0	PROVEN	111
38168	res_mob_sd_hyena	0	PROVEN	111
38169	res_mob_sd_hyena	0	PROVEN	111
38170	res_mob_sd_hyena	0	PROVEN	111
38171	res_mob_sd_hyena	0	PROVEN	111
38172	res_mob_sd_bastet	0	PROVEN	24
38173	res_mob_sd_bastet	0	PROVEN	24
38174	res_mob_sd_bastet	0	PROVEN	24
38175	res_mob_sd_bastet	0	PROVEN	24
38176	res_mob_sd_bastet	0	PROVEN	24
38177	res_mob_sd_bastet	0	PROVEN	24
38178	res_mob_sd_bastet	0	PROVEN	24
38179	res_mob_sd_bastet	0	PROVEN	24
38180	res_mob_sd_bastet	0	PROVEN	24
38183	res_mob_sd_beetle	0	PROVEN	105
38184	res_mob_sd_beetle	0	PROVEN	105
38185	res_mob_sd_beetle	0	PROVEN	105
38186	res_mob_sd_beetle	0	PROVEN	105
38187	res_mob_sd_beetle	0	PROVEN	105
38189	res_mob_sd_sandman	0	PROVEN	104
38190	res_mob_sd_sandman	0	PROVEN	104
38191	res_mob_sd_sandman	0	PROVEN	104
38192	res_mob_sd_septu	0	PROVEN	9
38195	res_mob_sd_apis	0	PROVEN	1
38196	res_mob_sd_sphinx	0	PROVEN	3
38197	res_mob_sd_sphinx	0	PROVEN	3
38198	res_mob_sd_sphinx	0	PROVEN	3
38199	res_mob_sd_sekhmet	0	PROVEN	3
38200	res_mob_sd_sekhmet	0	PROVEN	3
38201	res_mob_sd_sekhmet	0	PROVEN	3
38202	res_mob_sd_nephthys	0	PROVEN	3
38203	res_mob_sd_nephthys	0	PROVEN	3
38204	res_mob_sd_nephthys	0	PROVEN	3
38205	res_mob_sd_phhorus	0	PROVEN	3
38206	res_mob_sd_phhorus	0	PROVEN	3
38207	res_mob_sd_phhorus	0	PROVEN	3
38208	res_mob_sd_osiris	0	PROVEN	3
38209	res_mob_sd_osiris	0	PROVEN	3
38210	res_mob_sd_osiris	0	PROVEN	3
38211	res_mob_sd_selkis	0	PROVEN	1
38212	res_mob_sd_neith	0	PROVEN	1
38213	res_mob_sd_anubis	0	PROVEN	1
38214	res_mob_sd_isis	0	PROVEN	1
38216	res_mob_sd_uneg	0	PROVEN	120
38217	res_mob_sd_uneg	0	PROVEN	120
38218	res_mob_sd_tathen	0	PROVEN	28
38219	res_mob_sd_tathen	0	PROVEN	28
38220	res_mob_sd_windspider	0	PROVEN	104
38221	res_mob_sd_windspider	0	PROVEN	104
38222	res_mob_sd_desertbug	0	PROVEN	132
38223	res_mob_sd_desertbug	0	PROVEN	132
38224	res_mob_sd_demonbug	0	PROVEN	62
38225	res_mob_sd_demonbug	0	PROVEN	62
38226	res_mob_sd_demonbug	0	PROVEN	62
38227	res_mob_sd_demonbug	0	PROVEN	62
38228	res_mob_sd_selkion	0	PROVEN	97
38229	res_mob_sd_selkion	0	PROVEN	97
38230	res_mob_sd_achnish	0	PROVEN	77
38231	res_mob_sd_achnish	0	PROVEN	77
38232	res_mob_sd_mont	0	PROVEN	49
38233	res_mob_sd_mont	0	PROVEN	49
38234	res_mob_sd_mont	0	PROVEN	49
38235	res_mob_sd_mont	0	PROVEN	49
38236	res_mob_sd_keisas	0	PROVEN	28
38237	res_mob_sd_keisas	0	PROVEN	28
38238	res_mob_sd_keisas	0	PROVEN	28
38239	res_mob_sd_keisas	0	PROVEN	28
3824	res_npc_npc_westchinasystem_boatman1	0	PROVEN	4
38240	res_mob_sd_harsapheth	0	PROVEN	12
38241	res_mob_sd_harsapheth	0	PROVEN	12
38242	res_mob_sd_sandworm	0	PROVEN	118
38243	res_mob_sd_sandworm	0	PROVEN	118
38244	res_mob_sd_coelacanth	0	PROVEN	91
38245	res_mob_sd_coelacanth	0	PROVEN	91
38246	res_mob_sd_raider	0	PROVEN	68
38247	res_mob_sd_raider	0	PROVEN	68
38248	res_mob_sd_serpent	0	PROVEN	109
38249	res_mob_sd_serpent	0	PROVEN	109
3825	res_npc_npc_westchinasystem_boatman1	0	PROVEN	4
38250	res_mob_sd_darkscout	0	PROVEN	25
38251	res_mob_sd_darkscout	0	PROVEN	25
38252	res_mob_sd_aker	0	PROVEN	126
38253	res_mob_sd_aker	0	PROVEN	126
38254	res_mob_sd_heron	0	PROVEN	48
38255	res_mob_sd_heron	0	PROVEN	48
38256	res_mob_sd_heron	0	PROVEN	48
38257	res_mob_sd_heron	0	PROVEN	48
3826	res_npc_npc_khotansystem_turtleshipticketagent	0	PROVEN	3
38265	res_npc_npc_chinashop_accessoryshopgirl	0	PROVEN	2
38266	res_npc_npc_westchinashop_accessoryshopgirl	0	PROVEN	2
38267	res_npc_npc_easteuropeshop_specialproduct	0	PROVEN	3
38268	res_npc_npc_rocmountainquest_youngwoman2	0	PROVEN	2
38269	res_npc_npc_khotanshop_veilgirl	0	PROVEN	2
3827	res_npc_npc_khotansystem_turtleshipticketagent	0	PROVEN	3
38270	res_npc_npc_chinashop_spacialmerchant	0	PROVEN	2
38271	res_npc_npc_thiefden_thief_d	0	PROVEN	3
38272	res_npc_npc_easteuropequest_unionleader_kafros	0	PROVEN	3
38273	res_npc_npc_centralasiashop_special	0	PROVEN	2
38274	res_npc_npc_khotanshop_spacialmerchant	0	PROVEN	4
3861	res_npc_npc_event_kisaeng1	0	PROVEN	7
3864	res_mob_roc_rocky	0	PROVEN	151
3865	res_mob_roc_feathermask	0	PROVEN	51
3867	res_mob_roc_goat	0	PROVEN	77
3869	res_mob_roc_wingtribe	0	PROVEN	90
3871	res_mob_roc_antelope	0	PROVEN	93
3873	res_mob_roc_wingtribespear	0	PROVEN	71
3874	res_mob_roc_rocky	0	PROVEN	151
3875	res_mob_roc_tahomet	0	PROVEN	6
38934	res_npc_npc_jupiter_investigation_f	0	PROVEN	5
38935	res_npc_npc_jupiter_soldier_m	0	PROVEN	21
38936	res_npc_npc_jupiter_soldier_m	0	PROVEN	21
38937	res_npc_npc_jupiter_soldier_f	0	PROVEN	4
38938	res_npc_npc_jupiter_soldier_f	0	PROVEN	4
38939	res_npc_npc_jupiter_soldier_m	0	PROVEN	21
38940	res_npc_npc_jupiter_investigation_f	0	PROVEN	5
38941	res_npc_npc_jupiter_investigation_f	0	PROVEN	5
38942	res_npc_npc_jupiter_investigation_f	0	PROVEN	5
38943	res_npc_npc_jupiter_investigation_f	0	PROVEN	5
38944	res_npc_npc_jupiter_soldier_m	0	PROVEN	21
38945	res_npc_npc_jupiter_soldier_m	0	PROVEN	21
38946	res_npc_npc_jupiter_soldier_m	0	PROVEN	21
38947	res_npc_npc_jupiter_soldier_f	0	PROVEN	4
38948	res_npc_npc_jupiter_soldier_m	0	PROVEN	21
38949	res_npc_npc_jupiter_soldier_m	0	PROVEN	21
38950	res_npc_npc_jupiter_investigation_m	0	PROVEN	3
38951	res_npc_npc_jupiter_soldier_f	0	PROVEN	4
38952	res_npc_npc_jupiter_soldier_m	0	PROVEN	21
38953	res_npc_npc_jupiter_soldier_m	0	PROVEN	21
38954	res_npc_npc_jupiter_soldier_m	0	PROVEN	21
38955	res_npc_npc_jupiter_soldier_m	0	PROVEN	21
38956	res_npc_npc_jupiter_believer_f	0	PROVEN	4
38957	res_npc_npc_jupiter_believer_m	0	PROVEN	5
38958	res_npc_npc_jupiter_believer_f	0	PROVEN	4
38959	res_npc_npc_jupiter_soldier_m	0	PROVEN	21
38960	res_npc_npc_jupiter_believer_f	0	PROVEN	4
38961	res_npc_npc_jupiter_soldier_m	0	PROVEN	21
38962	res_npc_npc_jupiter_believer_f	0	PROVEN	4
38963	res_npc_npc_jupiter_believer_m	0	PROVEN	5
38964	res_npc_npc_jupiter_believer_m	0	PROVEN	5
38965	res_npc_npc_jupiter_soldier_m	0	PROVEN	21
41341	res_mob_jupiter_immotal	0	PROVEN	121
41342	res_mob_jupiter_immotal	0	PROVEN	121
41343	res_mob_jupiter_immotal	0	PROVEN	121
41344	res_mob_jupiter_immotal2	0	PROVEN	224
41345	res_mob_jupiter_immotal2	0	PROVEN	224
41346	res_mob_jupiter_immotal2	0	PROVEN	224
41347	res_mob_jupiter_immotal2	0	PROVEN	224
41348	res_mob_jupiter_immotal2	0	PROVEN	224
41349	res_mob_jupiter_immotal2	0	PROVEN	224
41350	res_mob_jupiter_nike_lion	0	PROVEN	254
41351	res_mob_jupiter_nike_lion	0	PROVEN	254
41352	res_mob_jupiter_nike_lion	0	PROVEN	254
41353	res_mob_jupiter_nike_lion	0	PROVEN	254
41354	res_mob_jupiter_nike_lion	0	PROVEN	254
41355	res_mob_jupiter_nike_lion	0	PROVEN	254
41356	res_mob_jupiter_nike_lion	0	PROVEN	254
41357	res_mob_jupiter_mino	0	PROVEN	112
41358	res_mob_jupiter_mino	0	PROVEN	112
41359	res_mob_jupiter_mino	0	PROVEN	112
41360	res_mob_jupiter_mino	0	PROVEN	112
41361	res_mob_jupiter_griffin	0	PROVEN	331
41362	res_mob_jupiter_griffin	0	PROVEN	331
41363	res_mob_jupiter_griffin	0	PROVEN	331
41364	res_mob_jupiter_griffin	0	PROVEN	331
41365	res_mob_jupiter_griffin	0	PROVEN	331
41366	res_mob_jupiter_griffin	0	PROVEN	331
41367	res_mob_jupiter_griffin	0	PROVEN	331
41368	res_mob_jupiter_griffin	0	PROVEN	331
41369	res_mob_jupiter_griffin	0	PROVEN	331
41370	res_mob_jupiter_griffin	0	PROVEN	331
41371	res_mob_jupiter_fanaticism	0	PROVEN	203
41372	res_mob_jupiter_fanaticism	0	PROVEN	203
41373	res_mob_jupiter_fanaticism	0	PROVEN	203
41374	res_mob_jupiter_fanaticism	0	PROVEN	203
41375	res_mob_jupiter_fanaticism	0	PROVEN	203
41376	res_mob_jupiter_fanaticism	0	PROVEN	203
41377	res_mob_jupiter_fanaticism	0	PROVEN	203
41378	res_mob_jupiter_fanaticism2	0	PROVEN	87
41379	res_mob_jupiter_fanaticism2	0	PROVEN	87
41380	res_mob_jupiter_devildog	0	PROVEN	262
41381	res_mob_jupiter_devildog	0	PROVEN	262
41382	res_mob_jupiter_devildog	0	PROVEN	262
41383	res_mob_jupiter_devildog	0	PROVEN	262
41384	res_mob_jupiter_devildog	0	PROVEN	262
41385	res_mob_jupiter_devildog	0	PROVEN	262
41386	res_mob_jupiter_devil_dark	0	PROVEN	70
41387	res_mob_jupiter_devil_dark	0	PROVEN	70
41388	res_mob_jupiter_charm_witch	0	PROVEN	156
41389	res_mob_jupiter_charm_witch	0	PROVEN	156
41390	res_mob_jupiter_charm_witch	0	PROVEN	156
41391	res_mob_jupiter_charm_witch	0	PROVEN	156
41392	res_mob_jupiter_charm_witch	0	PROVEN	156
41393	res_mob_jupiter_transformation_fanaticism	0	PROVEN	186
41394	res_mob_jupiter_transformation_fanaticism	0	PROVEN	186
41395	res_mob_jupiter_transformation_fanaticism	0	PROVEN	186
41396	res_mob_jupiter_transformation_fanaticism	0	PROVEN	186
41397	res_mob_jupiter_transformation_fanaticism	0	PROVEN	186
41398	res_mob_jupiter_transformation_fanaticism	0	PROVEN	186
41399	res_mob_jupiter_transformation_fanaticism	0	PROVEN	186
41400	res_mob_jupiter_transformation_fanaticism	0	PROVEN	186
41401	res_mob_jupiter_desire_watch	0	PROVEN	112
41402	res_mob_jupiter_desire_watch	0	PROVEN	112
41403	res_mob_jupiter_desire_watch	0	PROVEN	112
41404	res_mob_jupiter_desire_watch	0	PROVEN	112
41405	res_mob_jupiter_fear_serpent	0	PROVEN	169
41406	res_mob_jupiter_fear_serpent	0	PROVEN	169
41407	res_mob_jupiter_fear_serpent	0	PROVEN	169
41408	res_mob_jupiter_fear_serpent	0	PROVEN	169
41409	res_mob_jupiter_fear_serpent	0	PROVEN	169
41416	res_mob_jupiter_the_earth	0	PROVEN	2
41417	res_mob_jupiter_the_earth	0	PROVEN	2
41418	res_mob_jupiter_yuno	0	PROVEN	1
41419	res_mob_jupiter_jupiter	0	PROVEN	1
41420	res_mob_jupiter_dark_dog	0	PROVEN	2
41421	res_mob_jupiter_dark_dog	0	PROVEN	2
41422	res_mob_jupiter_babilion	0	PROVEN	1
41423	res_mob_jupiter_baal	0	PROVEN	1
41423	res_mob_jupiter_baal_weapon	1	PROVEN	0
41737	res_mob_jupiter_immotal	0	PROVEN	121
41738	res_mob_jupiter_immotal2	0	PROVEN	224
41739	res_mob_jupiter_immotal2	0	PROVEN	224
41740	res_mob_jupiter_nike_lion	0	PROVEN	254
41741	res_mob_jupiter_nike_lion	0	PROVEN	254
41742	res_mob_jupiter_mino	0	PROVEN	112
41743	res_mob_jupiter_griffin	0	PROVEN	331
41744	res_mob_jupiter_griffin	0	PROVEN	331
41745	res_mob_jupiter_griffin	0	PROVEN	331
41746	res_mob_jupiter_fanaticism	0	PROVEN	203
41747	res_mob_jupiter_fanaticism	0	PROVEN	203
41748	res_mob_jupiter_fanaticism2	0	PROVEN	87
41749	res_mob_jupiter_devildog	0	PROVEN	262
41750	res_mob_jupiter_devildog	0	PROVEN	262
41751	res_mob_jupiter_devil_dark	0	PROVEN	70
41752	res_mob_jupiter_devil_dark	0	PROVEN	70
41753	res_mob_jupiter_charm_witch	0	PROVEN	156
41754	res_mob_jupiter_transformation_fanaticism	0	PROVEN	186
41755	res_mob_jupiter_transformation_fanaticism	0	PROVEN	186
41756	res_mob_jupiter_desire_watch	0	PROVEN	112
41757	res_mob_jupiter_desire_watch	0	PROVEN	112
41758	res_mob_jupiter_fear_serpent	0	PROVEN	169
41759	res_mob_jupiter_fear_serpent	0	PROVEN	169
41761	res_npc_npc_jupiter_soldier_m	0	PROVEN	21
41762	res_npc_npc_jupiter_soldier_m	0	PROVEN	21
41763	res_npc_npc_jupiter_investigation_m	0	PROVEN	3
41764	res_npc_npc_jupiter_investigation_m	0	PROVEN	3
41765	res_npc_npc_jupiter_soldier_m	0	PROVEN	21
41766	res_npc_npc_jupiter_believer_m	0	PROVEN	5
41767	res_npc_npc_jupiter_believer_m	0	PROVEN	5
43358	res_npc_sd_sd_m_area_accessory	0	PROVEN	2
43359	res_npc_sd_sd_t_area_smith	0	PROVEN	2
43360	res_npc_npc_easteuropeshop_specialproduct	0	PROVEN	3
43361	res_npc_npc_easteuropequest_unionleader_kafros	0	PROVEN	3
43642	res_artifact_guild_pulley_gate_pulley	0	UNKNOWN	12
43643	res_artifact_guild_pulley_gate_pulley	0	UNKNOWN	12
43644	res_artifact_guild_pulley_gate_pulley	0	UNKNOWN	12
43645	res_artifact_guild_pulley_gate_pulley	0	UNKNOWN	12
43655	res_npc_npc_arabia_sharial	0	PROVEN	1
43656	res_npc_npc_arabia_sheherazade	0	PROVEN	1
43657	res_npc_npc_npc_arabia_castlesoldier_1	0	PROVEN	2
43658	res_npc_npc_npc_arabia_castlesoldier_2	0	PROVEN	2
43659	res_npc_npc_arabia_thief	0	PROVEN	1
43660	res_npc_npc_arabia_accessory	0	PROVEN	1
43661	res_npc_npc_arabia_special	0	PROVEN	1
43662	res_npc_npc_arabia_potion	0	PROVEN	1
43663	res_npc_npc_arabia_merchant	0	PROVEN	3
43664	res_npc_npc_npc_arabia_townsoldier_1	0	PROVEN	8
43665	res_npc_npc_npc_arabia_townsoldier_2	0	PROVEN	8
43666	res_npc_npc_arabia_khaled	0	PROVEN	2
43667	res_npc_npc_arabia_malak	0	PROVEN	2
43668	res_npc_npc_arabia_choukri	0	PROVEN	1
43669	res_npc_npc_arabia_najima	0	PROVEN	3
43670	res_npc_npc_npc_arabia_soldier_1	0	PROVEN	8
43671	res_npc_npc_npc_arabia_soldier_2	0	PROVEN	4
43672	res_npc_npc_arabia_smith	0	PROVEN	1
43673	res_npc_npc_arabia_hunter	0	PROVEN	1
43674	res_npc_npc_arabia_horse	0	PROVEN	2
43675	res_npc_npc_npc_arabia_townsoldier_1	0	PROVEN	8
43676	res_npc_npc_npc_arabia_townsoldier_2	0	PROVEN	8
43677	res_npc_npc_arabia_fouad	0	PROVEN	4
43678	res_npc_npc_npc_arabia_townsoldier_1	0	PROVEN	8
43679	res_npc_npc_npc_arabia_townsoldier_2	0	PROVEN	8
43680	res_npc_npc_arabia_karem	0	PROVEN	1
43681	res_npc_npc_arabia_guild	0	PROVEN	1
43682	res_npc_npc_arabia_warehouse	0	PROVEN	1
43683	res_npc_npc_arabia_fouad	0	PROVEN	4
43684	res_npc_npc_arabia_najima	0	PROVEN	3
43685	res_npc_npc_arabia_abshad	0	PROVEN	1
43686	res_npc_npc_arabia_mahmud	0	PROVEN	1
43687	res_npc_npc_npc_arabia_soldier_3	0	PROVEN	4
43688	res_npc_npc_npc_arabia_soldier_4	0	PROVEN	3
43689	res_npc_npc_arabia_fouad	0	PROVEN	4
43690	res_npc_npc_arabia_najima	0	PROVEN	3
43691	res_npc_npc_npc_arabia_townsoldier_1	0	PROVEN	8
43692	res_npc_npc_npc_arabia_townsoldier_2	0	PROVEN	8
43693	res_npc_npc_npc_arabia_townsoldier_1	0	PROVEN	8
43694	res_npc_npc_npc_arabia_townsoldier_2	0	PROVEN	8
43695	res_npc_npc_npc_arabia_townsoldier_1	0	PROVEN	8
43696	res_npc_npc_npc_arabia_townsoldier_2	0	PROVEN	8
43697	res_npc_npc_npc_arabia_townsoldier_1	0	PROVEN	8
43698	res_npc_npc_npc_arabia_townsoldier_2	0	PROVEN	8
43699	res_npc_npc_arabia_fouad	0	PROVEN	4
43700	res_npc_npc_arabia_farmer	0	PROVEN	1
43701	res_npc_npc_npc_arabia_castlesoldier_1	0	PROVEN	2
43702	res_npc_npc_npc_arabia_soldier_1	0	PROVEN	8
43703	res_npc_npc_npc_arabia_soldier_2	0	PROVEN	4
43704	res_npc_npc_npc_arabia_castlesoldier_2	0	PROVEN	2
43705	res_npc_npc_npc_arabia_soldier_3	0	PROVEN	4
43706	res_npc_npc_npc_arabia_soldier_4	0	PROVEN	3
43707	res_npc_npc_arabia_muhammad	0	PROVEN	1
43708	res_npc_npc_arabia_horse	0	PROVEN	2
43709	res_npc_npc_npc_arabia_soldier_1	0	PROVEN	8
43710	res_npc_npc_npc_arabia_soldier_2	0	PROVEN	4
43711	res_npc_npc_arabia_merchant	0	PROVEN	3
43712	res_npc_npc_npc_arabia_soldier_3	0	PROVEN	4
43713	res_npc_npc_npc_arabia_soldier_4	0	PROVEN	3
43715	res_npc_npc_npc_arabia_townsoldier_1	0	PROVEN	8
43716	res_npc_npc_npc_arabia_townsoldier_2	0	PROVEN	8
43717	res_npc_npc_npc_arabia_soldier_1	0	PROVEN	8
43718	res_npc_npc_npc_arabia_soldier_2	0	PROVEN	4
43719	res_npc_npc_npc_arabia_soldier_3	0	PROVEN	4
43720	res_npc_npc_arabia_merchant	0	PROVEN	3
43722	res_npc_npc_npc_arabia_soldier_1	0	PROVEN	8
43723	res_npc_npc_npc_arabia_soldier_1	0	PROVEN	8
43724	res_npc_npc_npc_arabia_soldier_1	0	PROVEN	8
43725	res_npc_npc_npc_arabia_soldier_1	0	PROVEN	8
43835	res_mob_arabia_baruswolf_adonis1	0	PROVEN	45
43836	res_mob_arabia_baruswolf_adonis1	0	PROVEN	45
43837	res_mob_arabia_baruswolf_adonis2	0	PROVEN	61
43838	res_mob_arabia_baruswolf_adonis2	0	PROVEN	61
43839	res_mob_arabia_mangyang_plunder1	0	PROVEN	47
43840	res_mob_arabia_mangyang_plunder1	0	PROVEN	47
43841	res_mob_arabia_mangyang_plunder2	0	PROVEN	50
43842	res_mob_arabia_mangyang_plunder2	0	PROVEN	50
43843	res_mob_arabia_uneg	0	PROVEN	22
43844	res_mob_arabia_uneg	0	PROVEN	22
43845	res_mob_arabia_mujigi_koold	0	PROVEN	4
43846	res_mob_arabia_bastet_mad	0	PROVEN	16
43847	res_mob_arabia_bastet_thief	0	PROVEN	165
43848	res_mob_arabia_blackrobberarcher_mad	0	PROVEN	5
43849	res_mob_arabia_blackrobberarcher_thief	0	PROVEN	132
43850	res_mob_arabia_blackrobberarcher_thief	0	PROVEN	132
43851	res_mob_arabia_blackrobber_mad	0	PROVEN	5
43852	res_mob_arabia_blackrobber_thief	0	PROVEN	85
43853	res_mob_arabia_blackrobber_thief	0	PROVEN	85
43854	res_mob_arabia_darkkhepri_evil	0	PROVEN	41
43855	res_mob_arabia_darkkhepri_evil	0	PROVEN	41
43856	res_mob_arabia_darkkhepri_evil	0	PROVEN	41
43857	res_mob_arabia_blood_hyena_wildwolf	0	PROVEN	68
43858	res_mob_arabia_blood_hyena_wildwolf	0	PROVEN	68
43859	res_mob_arabia_blood_hyena_fastwolf	0	PROVEN	25
43860	res_mob_arabia_blood_hyena_fastwolf	0	PROVEN	25
43861	res_mob_arabia_snake	0	PROVEN	104
43862	res_mob_arabia_snakedemon_waran	0	PROVEN	10
43863	res_mob_arabia_sabra	0	PROVEN	86
43864	res_mob_arabia_karmus	0	PROVEN	120
43865	res_mob_arabia_thief_boss_tooth	0	PROVEN	2
43866	res_mob_arabia_bast_2_armor	0	PROVEN	61
43867	res_mob_arabia_blackrobberarcher_armor	0	PROVEN	68
43868	res_mob_arabia_blackrobber_armor	0	PROVEN	36
43869	res_mob_arabia_telbasta_2_armor	0	PROVEN	17
43870	res_mob_arabia_snake	0	PROVEN	104
43871	res_mob_arabia_snake	0	PROVEN	104
43872	res_mob_arabia_sabra	0	PROVEN	86
43873	res_mob_arabia_sabra	0	PROVEN	86
