# OpenSilkroadMap derived Android region catalog
# source: Data.pk2 /RegionInfo.txt (sha256 787d9b417cf3044ff9260f484656002089f7406afd57f229a3c5ac85460739ff)
# format: <type>\t<name>\t<code>\t<cell tokens: x:y or x:y:R:x0:y0:x1:y1>
# sections=72 cells=3468
FIELD	Arabia_Desert		85:84,85:83,85:82,85:81,85:80,85:79,85:78,85:77,85:76,85:75,85:74,85:73,86:84,86:83,86:82,86:81,86:80,86:79,86:78,86:77,86:76,86:75,86:74,86:73,87:84,87:83,87:82,87:81,87:80,87:79,87:78,87:77,87:76,87:75,87:74,87:73,88:84,88:83,88:82,88:81,88:80,88:79,88:78,88:77,88:76,88:75,88:74,88:73,89:84,89:83,89:82,89:81,89:80,89:79,89:78,89:77,89:76,89:75,89:74,89:73,90:84,90:83,90:82,90:81,90:80,90:79,90:78,90:77,90:76,90:75,90:74,90:73,91:84,91:83,91:82,91:81,91:80,91:79,91:78,91:77,91:76,91:75,91:74,91:73,92:84,92:83,92:82,92:81,92:80,92:79,92:78,92:77,92:76,92:75,92:74,92:73,93:80,93:79,93:78,93:77,93:76,93:75,93:74,93:73,94:80,94:79,94:78,94:77,94:76,94:75,94:74,94:73,95:80,95:79,95:78,95:77,95:76,95:75,95:74,95:73
FIELD	Kalia_Hideout	arabia	25:128
FIELD	Petra_Dungeon		85:84,85:83,77:89,77:88,77:87,77:86,77:85,77:84,77:83,78:89,78:88,78:87,78:86,78:85,78:84,78:83,79:89,79:88,79:87,79:86,79:85,79:84,79:83,80:89,80:88,80:87,80:86,80:85,80:84,80:83
FIELD	Gods_Garden		246:125,246:124,246:123,247:125,247:124,247:123,248:125,248:124,248:123
FIELD	Survival_Colosseum		236:99,235:100,236:100,237:100,235:99,237:99,235:98,236:98,237:98
FIELD	Survival_Desert		240:99,240:98,241:99,241:98,239:100,240:100,241:100,242:100,239:99,242:99,239:98,242:98,239:97,240:97,241:97,242:97
FIELD	Survival_China		245:99,245:98,246:99,246:98,244:100,245:100,246:100,247:100,244:99,247:99,244:98,247:98,244:97,245:97,246:97,247:97
FIELD	BattlefieldOfInfinity		211:105,212:105
FIELD	OTHER_SKYTEMPLE_A		217:92,218:92,219:92,220:92,221:92,222:92,223:92,224:92,217:93,218:93,219:93,220:93,221:93,222:93,223:93,224:93,217:94,218:94,219:94,220:94,221:94,222:94,223:94,224:94,217:95,218:95,219:95,220:95,221:95,222:95,223:95,224:95,217:96,218:96,219:96,220:96,221:96,222:96,223:96,224:96,217:97,218:97,219:97,220:97,221:97,222:97,223:97,224:97,217:98,218:98,219:98,220:98,221:98,222:98,223:98,224:98,217:99,218:99,219:99,220:99,221:99,222:99,223:99,224:99,217:100,218:100,219:100,220:100,221:100,222:100,223:100,224:100
FIELD	OTHER_SKYTEMPLE_B		226:92,227:92,228:92,229:92,230:92,231:92,232:92,233:92,226:93,227:93,228:93,229:93,230:93,231:93,232:93,233:93,226:94,227:94,228:94,229:94,230:94,231:94,232:94,233:94,226:95,227:95,228:95,229:95,230:95,231:95,232:95,233:95,226:96,227:96,228:96,229:96,230:96,231:96,232:96,233:96,226:97,227:97,228:97,229:97,230:97,231:97,232:97,233:97,226:98,227:98,228:98,229:98,230:98,231:98,232:98,233:98,226:99,227:99,228:99,229:99,230:99,231:99,232:99,233:99,226:100,227:100,228:100,229:100,230:100,231:100,232:100,233:100
FIELD	OTHER_SKYTEMPLE_C		217:82,218:82,219:82,220:82,221:82,222:82,223:82,224:82,217:83,218:83,219:83,220:83,221:83,222:83,223:83,224:83,217:84,218:84,219:84,220:84,221:84,222:84,223:84,224:84,217:85,218:85,219:85,220:85,221:85,222:85,223:85,224:85,217:86,218:86,219:86,220:86,221:86,222:86,223:86,224:86,217:87,218:87,219:87,220:87,221:87,222:87,223:87,224:87,217:88,218:88,219:88,220:88,221:88,222:88,223:88,224:88,217:89,218:89,219:89,220:89,221:89,222:89,223:89,224:89,217:90,218:90,219:90,220:90,221:90,222:90,223:90,224:90
FIELD	OTHER_SKYTEMPLE_D		226:82,227:82,228:82,229:82,230:82,231:82,232:82,233:82,226:83,227:83,228:83,229:83,230:83,231:83,232:83,233:83,226:84,227:84,228:84,229:84,230:84,231:84,232:84,233:84,226:85,227:85,228:85,229:85,230:85,231:85,232:85,233:85,226:86,227:86,228:86,229:86,230:86,231:86,232:86,233:86,226:87,227:87,228:87,229:87,230:87,231:87,232:87,233:87,226:88,227:88,228:88,229:88,230:88,231:88,232:88,233:88,226:89,227:89,228:89,229:89,230:89,231:89,232:89,233:89,226:90,227:90,228:90,229:90,230:90,231:90,232:90,233:90
FIELD	GM_EVENT	jinsi	23:128
FIELD	PRISON	flame_dungeon	24:128
FIELD	BOSS_DUNGEON	jupiter	26:128
