14991	MOB_TQ_NORTHGUARDIAN	mob\qinshi\NorthGuardian.bsr
14992	MOB_TQ_SOUTHGUARDIAN	mob\qinshi\SouthGuardian.bsr
14993	MOB_TQ_WESTGUARDIAN	mob\qinshi\WestGuardian.bsr
14994	MOB_TQ_EASTGUARDIAN	mob\qinshi\EastGuardian.bsr
14995	MOB_TQ_BLACKSNAKE	mob\qinshi\BlackSnake.bsr
14996	MOB_TQ_FLAMEMASTER	Char\China\shinmu.cpd
14997	MOB_TQ_WHITESNAKE	mob\qinshi\WhiteSnake.bsr
14998	MOB_TQ_QINSHITRAP1	mob\qinshi\QinshiTrap.bsr
14999	MOB_TQ_QINSHITRAP2	mob\qinshi\QinshiTrap.bsr
15000	MOB_TQ_QINSHITRAP3	mob\qinshi\QinshiTrap.bsr
15001	MOB_TQ_QINSHITRAP4	mob\qinshi\QinshiTrap.bsr
15002	MOB_TQ_QINSHITRAP5	mob\qinshi\QinshiTrap.bsr
15003	MOB_TQ_QINSHITRAP6	mob\qinshi\QinshiTrap.bsr
15004	MOB_TQ_SNAKETRAP1	mob\qinshi\SnakeTrap.bsr
15005	MOB_TQ_SNAKETRAP2	mob\qinshi\SnakeTrap.bsr
15006	MOB_TQ_SNAKETRAP3	mob\qinshi\SnakeTrap.bsr
15007	MOB_TQ_SNAKETRAP4	mob\qinshi\SnakeTrap.bsr
15008	MOB_TQ_SNAKETRAP5	mob\qinshi\SnakeTrap.bsr
15009	MOB_TQ_SNAKETRAP6	mob\qinshi\SnakeTrap.bsr
19495	NPC_RM_FLYSHIP3	npc\npc\khotanshop_designer.bsr
19496	NPC_EU_ADVICE2	npc\npc\EastEuropeQuest_Lipria.bsr
19497	NPC_EU_ADVICE3	npc\npc\EastEuropeQuest_Lipria.bsr
19498	NPC_CH_FORTRESS_OFFICIAL	npc\npc\chinaquest_merchant_sword.bsr
19499	NPC_CH_FORTRESS_MANAGER1	npc\npc\chinaquest_merchant_sword.bsr
19500	NPC_CH_FORTRESS_BATTLEAIDE1	npc\npc\chinaquest_merchant_spear.bsr
19501	NPC_CH_FORTRESS_SMITH1	npc\npc\chinashop_smith.bsr
19502	NPC_CH_FORTRESS_TRAINER1	npc\npc\chinasystem_bookmakerman.bsr
19551	STRUCTURE_GATE_PULLEY_JA_01	Artifact\Guild\pulley\gate_pulley.bsr
19552	STRUCTURE_GATE_PULLEY_JA_02	Artifact\Guild\pulley\gate_pulley.bsr
19553	STRUCTURE_GATE_PULLEY_JA_03	Artifact\Guild\pulley\gate_pulley.bsr
21478	MOB_FW_TAESE_080	mob\fortress\fw_taese.bsr
21483	MOB_FW_TAESE_085	mob\fortress\fw_taese.bsr
22188	MOB_FW_HYEONGCHEON_090	mob\fortress\fw_hyeongcheon.bsr
22193	MOB_FW_HYEONGCHEON_095	mob\fortress\fw_hyeongcheon.bsr
22298	MOB_FW_MUJIGI_060	mob\fortress\fw_mujigi.bsr
22303	MOB_FW_MUJIGI_065	mob\fortress\fw_mujigi.bsr
22338	MOB_FW_MUJIGI_100	mob\fortress\fw_mujigi.bsr
22343	MOB_FW_MUJIGI_105	mob\fortress\fw_mujigi.bsr
22588	MOB_FW_BATTLEGOLEM_070	mob\fortress\fw_battlegolem.bsr
22593	MOB_FW_BATTLEGOLEM_075	mob\fortress\fw_battlegolem.bsr
22659	NPC_CH_FORTRESS_MANAGER2	npc\npc\chinaquest_merchant_sword.bsr
22660	NPC_CH_FORTRESS_BATTLEAIDE2	npc\npc\chinaquest_merchant_spear.bsr
22661	NPC_CH_FORTRESS_SMITH2	npc\npc\chinashop_smith.bsr
22672	NPC_KT_FORTRESS_OFFICIAL	npc\npc\khotanshop_craftsman.bsr
22673	NPC_KT_FORTRESS_MANAGER	npc\npc\khotanquest_minister.bsr
22674	NPC_KT_FORTRESS_BATTLEAIDE	npc\npc\ChinaEtc_IslamMan.bsr
22675	NPC_KT_FORTRESS_SMITH	npc\npc\khotanshop_smith.bsr
22676	NPC_KT_FORTRESS_TRAINER	npc\npc\khotansystem_boatman.bsr
22677	NPC_EU_FORTRESS_OFFICIAL	npc\npc\EastEuropeSystem_PortManager.bsr
22678	NPC_EU_FORTRESS_MANAGER	npc\npc\EastEuropeSystem_PortManager.bsr
22679	NPC_EU_FORTRESS_BATTLEAIDE	npc\npc\EastEuropeSystem_HunterUnion.bsr
22680	NPC_EU_FORTRESS_SMITH	npc\npc\EastEuropeShop_Smith.bsr
22681	NPC_EU_FORTRESS_TRAINER	npc\npc\EastEuropeShop_Stable.bsr
22867	NPC_CH_MOONSHADOW	npc\npc\Chinaetc_QinshiQuest.bsr
22868	NPC_TQ_TREASUREBOX1	npc\npc\TreasureBox.bsr
22869	NPC_TQ_TREASUREBOX2	npc\npc\TreasureBox.bsr
22870	NPC_TQ_TREASUREBOX3	npc\npc\TreasureBox.bsr
22871	NPC_TQ_TREASUREBOX4	npc\npc\TreasureBox.bsr
22874	MOB_QT_TQ_THIEF_01	mob\qinshi\thief_01.cpd
23935	STRUCTURE_GATE_PULLEY_BJ_01	Artifact\Guild\pulley\gate_pulley.bsr
23936	STRUCTURE_GATE_PULLEY_BJ_02	Artifact\Guild\pulley\gate_pulley.bsr
24010	MOB_QT_RM_FEATHERMASK_01	xxx
24011	MOB_QT_RM_ROCKY_CLON_01	xxx
24162	STRUCTURE_GATE_PULLEY_HT_01	Artifact\Guild\pulley\gate_pulley.bsr
24163	STRUCTURE_GATE_PULLEY_HT_02	Artifact\Guild\pulley\gate_pulley.bsr
24164	STRUCTURE_GATE_PULLEY_HT_03	Artifact\Guild\pulley\gate_pulley.bsr
24642	NPC_BATTLE_ARENA_MANAGER	NPC\sd\sd_arena_manager.bsr
24643	NPC_BATTLE_ARENA_EXCHANGER	NPC\sd\sd_arena_changer.bsr
26738	MOB_SD_SETH	mob\sd\seth.bsr,mob\sd\seth_t2.bsr,mob\sd\seth_t3.bsr
26791	NPC_SD_M_AREA_SMITH	npc\sd\sd_m_area_smith.bsr
26792	NPC_SD_M_AREA_POTION	npc\sd\sd_m_area_potion.bsr
26794	NPC_SD_M_AREA_SPECIAL	npc\sd\sd_m_area_special.bsr
26795	NPC_SD_M_AREA_WAREHOUSE	npc\sd\sd_m_area_warehouse.bsr
26796	NPC_SD_M_AREA_GUILD	npc\sd\sd_m_area_guild.bsr
26797	NPC_SD_M_AREA_LIGHTHOUSE	npc\sd\sd_m_area_lighthouse.bsr
26798	NPC_SD_M_AREA_HORSE	npc\sd\sd_m_area_horse.bsr
26799	NPC_SD_M_AREA_FERRY	npc\sd\sd_m_area_ferry.bsr
26800	NPC_SD_M_AREA_MERCHANT	npc\sd\sd_m_area_merchant.bsr
26801	NPC_SD_M_AREA_HUNTER	npc\sd\sd_m_area_hunter.bsr
26802	NPC_SD_M_AREA_AHHA	npc\sd\sd_m_area_ahha.bsr
26803	NPC_SD_M_AREA_EYPTSOLIDER_1	npc\sd\sd_m_area_eyptsolider_1.bsr
26804	NPC_SD_M_AREA_EYPTSOLIDER_2	npc\sd\sd_m_area_eyptsolider_1.bsr
26805	NPC_SD_M_AREA_EYPTSOLIDER_3	npc\sd\sd_m_area_eyptsolider_2.bsr
26806	NPC_SD_M_AREA_EYPTSOLIDER_4	npc\sd\sd_m_area_eyptsolider_3.bsr
26807	NPC_SD_M_AREA_EYPTSOLIDER_5	npc\sd\sd_m_area_eyptsolider_2.bsr
26808	NPC_SD_M_AREA_EYPTSOLIDER_6	npc\sd\sd_m_area_eyptsolider_3.bsr
26809	NPC_SD_M_AREA_WATERMAN_1	npc\sd\sd_m_area_waterman_1.bsr
26810	NPC_SD_M_AREA_WATERMAN_2	npc\sd\sd_m_area_waterman_2.bsr
26811	NPC_SD_M_AREA_SPECIAL2	npc\sd\sd_m_area_special2.bsr
26812	NPC_SD_M_AREA_SPECIAL3	npc\sd\sd_m_area_special3.bsr
26813	NPC_SD_M_AREA_SENMUTE	npc\sd\sd_m_area_senmute.bsr
26815	NPC_SD_M_AREA_LENENUNE	npc\sd\sd_m_area_lenenune.bsr
26816	NPC_SD_M_AREA_MANETO	npc\sd\sd_m_area_maneto.bsr
26817	NPC_SD_M_AREA_BERENICE	npc\sd\sd_m_area_berenice.bsr
26818	NPC_SD_T_AREA_THIEF	npc\sd\sd_t_area_thief.bsr
26819	NPC_SD_T_AREA_GUILD2	npc\sd\sd_t_area_guild2.bsr
26820	NPC_SD_T_AREA_WAREHOUSE2	npc\sd\sd_t_area_warehouse2.bsr
26821	NPC_SD_T_AREA_SMITH	npc\sd\sd_t_area_smith.bsr
26823	NPC_SD_T_AREA_POTION	npc\sd\sd_t_area_potion.bsr
26824	NPC_SD_M_AREA_ACCESSORY	npc\sd\sd_m_area_accessory.bsr
26825	NPC_SD_T_AREA_ACCESSORY	npc\sd\sd_t_area_accessory.bsr
26826	NPC_SD_GUILD_AGENT	npc\sd\sd_guild_agent.bsr
26827	NPC_SD_GUILD_AGENT2	npc\sd\sd_guild_agent2.bsr
26828	NPC_SD_MERCHANT_CHANGER	npc\sd\sd_merchant_changer.bsr
26829	NPC_SD_THIEF_AGENT_CHANGER	npc\sd\sd_thief_agent_changer.bsr
26830	NPC_SD_GUILD_AGENT3	npc\sd\sd_guild_agent3.bsr
26833	NPC_SD_M_AREA_MENTUHOTEP_DEAD	npc\sd\sd_m_area_mentuhotep_dead.bsr
26887	MOB_EVE_STRONG_KK_YETI_CLON	xxx
26894	MOB_EVE_STRONG_DH_BLINDMON_CLON	xxx
26908	MOB_EVE_STRONG_TQ_TOMBSOLDIER_CLON2	mob\qinshi\Tombsoldier.bsr
26909	MOB_EVE_STRONG_RM_ANTELOPE_CLON	xxx
26914	MOB_EVE_STRONG_RM_WINGTRIBESPEAR	mob\roc\wingtribespear.bsr
26915	MOB_EVE_STRONG_TQ_ROYALSOLDIER_CLON2	mob\qinshi\RoyalSoldier.bsr
26918	MOB_EVE_STRONG_TQ_SNAKESLAVE_CLON2	mob\qinshi\SnakeSlave.bsr
26924	MOB_EVE_STRONG_TQ_SNAKEMAN_CLON2	mob\qinshi\SnakeMan.bsr
26930	MOB_EVE_STRONG_SD_KEISAS	mob\sd\keisas.bsr
26931	MOB_EVE_STRONG_SD_SAND_HYENA	mob\sd\hyena.bsr
26933	MOB_EVE_STRONG_SD_MUMMY_RAGE	mob\sd\mummy.bsr
26934	MOB_EVE_STRONG_SD_TELBASTA	mob\sd\bastet.bsr
36030	NPC_OPEN_MARKET_JUEL	NPC\NPC\open_market_juel.bsr
36031	NPC_SIEGE_DUNGEON_TELEPORT	quest\ins_quest_teleport.bsr
36032	NPC_INS_EXIT_TELEPORT	quest\ins_quest_teleport.bsr
36033	NPC_FWORLD_RECALL_PARTY	Dun\Property\com\property_recall.bsr
36063	MOB_GOD_TOGUI_TOGUI_A1	mob\god\togui_togui.bsr
36064	MOB_GOD_TOGUI_TOGUI_A2	mob\god\togui_togui.bsr
36065	MOB_GOD_TOGUI_TOGUI_B1	mob\god\togui_togui.bsr
36066	MOB_GOD_TOGUI_TOGUI_B2	mob\god\togui_togui.bsr
36067	MOB_GOD_TOGUI_TOGUI_C1	mob\god\togui_togui.bsr
36068	MOB_GOD_TOGUI_TOGUI_C2	mob\god\togui_togui.bsr
36069	MOB_GOD_TOGUI_TOGUICRAZY_A1	mob\god\togui_togui.bsr
36070	MOB_GOD_TOGUI_TOGUICRAZY_A2	mob\god\togui_togui.bsr
36071	MOB_GOD_TOGUI_TOGUICRAZY_B1	mob\god\togui_togui.bsr
36072	MOB_GOD_TOGUI_TOGUICRAZY_B2	mob\god\togui_togui.bsr
36073	MOB_GOD_TOGUI_TOGUICRAZY_C1	mob\god\togui_togui.bsr
36074	MOB_GOD_TOGUI_TOGUICRAZY_C2	mob\god\togui_togui.bsr
36075	MOB_GOD_TOGUI_TOGUIBOOM_A1	mob\god\togui_boom.bsr
36076	MOB_GOD_TOGUI_TOGUIBOOM_A2	mob\god\togui_boom.bsr
36077	MOB_GOD_TOGUI_TOGUIBOOM_B1	mob\god\togui_boom.bsr
36078	MOB_GOD_TOGUI_TOGUIBOOM_B2	mob\god\togui_boom.bsr
36079	MOB_GOD_TOGUI_TOGUIBOOM_C1	mob\god\togui_boom.bsr
36080	MOB_GOD_TOGUI_TOGUIBOOM_C2	mob\god\togui_boom.bsr
36081	MOB_GOD_TOGUI_TOGUIMAGIC_A1	mob\god\togui_magic.bsr
36082	MOB_GOD_TOGUI_TOGUIMAGIC_A2	mob\god\togui_magic.bsr
36083	MOB_GOD_TOGUI_TOGUIMAGIC_B1	mob\god\togui_magic.bsr
36084	MOB_GOD_TOGUI_TOGUIMAGIC_B2	mob\god\togui_magic.bsr
36085	MOB_GOD_TOGUI_TOGUIMAGIC_C1	mob\god\togui_magic.bsr
36086	MOB_GOD_TOGUI_TOGUIMAGIC_C2	mob\god\togui_magic.bsr
36087	MOB_GOD_TOGUI_TOGUISTRONG_A1	mob\god\togui_strong.bsr
36088	MOB_GOD_TOGUI_TOGUISTRONG_A2	mob\god\togui_strong.bsr
36089	MOB_GOD_TOGUI_TOGUISTRONG_B1	mob\god\togui_strong.bsr
36090	MOB_GOD_TOGUI_TOGUISTRONG_B2	mob\god\togui_strong.bsr
36091	MOB_GOD_TOGUI_TOGUISTRONG_C1	mob\god\togui_strong.bsr
36092	MOB_GOD_TOGUI_TOGUISTRONG_C2	mob\god\togui_strong.bsr
36093	MOB_GOD_TOGUI_TOGUISOLDIER_A1	mob\god\togui_soldier.bsr
36094	MOB_GOD_TOGUI_TOGUISOLDIER_A2	mob\god\togui_soldier.bsr
36095	MOB_GOD_TOGUI_TOGUISOLDIER_B1	mob\god\togui_soldier.bsr
36096	MOB_GOD_TOGUI_TOGUISOLDIER_B2	mob\god\togui_soldier.bsr
36097	MOB_GOD_TOGUI_TOGUISOLDIER_C1	mob\god\togui_soldier.bsr
36098	MOB_GOD_TOGUI_TOGUISOLDIER_C2	mob\god\togui_soldier.bsr
36099	MOB_GOD_TOGUI_TOGUIDOLL_A1	mob\god\togui_doll.bsr
36100	MOB_GOD_TOGUI_TOGUIDOLL_A2	mob\god\togui_doll.bsr
36101	MOB_GOD_TOGUI_TOGUIDOLL_B1	mob\god\togui_doll.bsr
36102	MOB_GOD_TOGUI_TOGUIDOLL_B2	mob\god\togui_doll.bsr
36103	MOB_GOD_TOGUI_TOGUIDOLL_C1	mob\god\togui_doll.bsr
36104	MOB_GOD_TOGUI_TOGUIDOLL_C2	mob\god\togui_doll.bsr
36105	MOB_GOD_TOGUI_TOGUIGENERAL_A1	mob\god\togui_general.bsr
36106	MOB_GOD_TOGUI_TOGUIGENERAL_A2	mob\god\togui_general.bsr
36107	MOB_GOD_TOGUI_TOGUIGENERAL_B1	mob\god\togui_general.bsr
36108	MOB_GOD_TOGUI_TOGUIGENERAL_B2	mob\god\togui_general.bsr
36109	MOB_GOD_TOGUI_TOGUIGENERAL_C1	mob\god\togui_general.bsr
36110	MOB_GOD_TOGUI_TOGUIGENERAL_C2	mob\god\togui_general.bsr
36111	MOB_GOD_TOGUI_TOGUICAPTAIN_A1	mob\god\togui_general.bsr
36112	MOB_GOD_TOGUI_TOGUICAPTAIN_A2	mob\god\togui_general.bsr
36113	MOB_GOD_TOGUI_TOGUICAPTAIN_B1	mob\god\togui_general.bsr
36114	MOB_GOD_TOGUI_TOGUICAPTAIN_B2	mob\god\togui_general.bsr
36115	MOB_GOD_TOGUI_TOGUICAPTAIN_C1	mob\god\togui_general.bsr
36116	MOB_GOD_TOGUI_TOGUICAPTAIN_C2	mob\god\togui_general.bsr
36117	MOB_GOD_TOGUI_ENVY_A1	mob\god\elemental.bsr
36118	MOB_GOD_TOGUI_ENVY_A2	mob\god\elemental.bsr
36119	MOB_GOD_TOGUI_ENVY_B1	mob\god\elemental.bsr
36120	MOB_GOD_TOGUI_ENVY_B2	mob\god\elemental.bsr
36121	MOB_GOD_TOGUI_ENVY_C1	mob\god\elemental.bsr
36122	MOB_GOD_TOGUI_ENVY_C2	mob\god\elemental.bsr
36123	MOB_GOD_TOGUI_TREASUREBOX_A1	etc\event_pandora.bsr
36124	MOB_GOD_TOGUI_TREASUREBOX_A2	etc\event_pandora.bsr
36125	MOB_GOD_TOGUI_TREASUREBOX_B1	etc\event_pandora.bsr
36126	MOB_GOD_TOGUI_TREASUREBOX_B2	etc\event_pandora.bsr
36127	MOB_GOD_TOGUI_TREASUREBOX_C1	etc\event_pandora.bsr
36128	MOB_GOD_TOGUI_TREASUREBOX_C2	etc\event_pandora.bsr
36129	MOB_GOD_FLAME_SALAMANDER_A1	mob\god\flame_salamander.bsr
36130	MOB_GOD_FLAME_SALAMANDER_A2	mob\god\flame_salamander.bsr
36131	MOB_GOD_FLAME_SALAMANDER_A3	mob\god\flame_salamander.bsr
36132	MOB_GOD_FLAME_SALAMANDER_A4	mob\god\flame_salamander.bsr
36133	MOB_GOD_FLAME_SALAMANDER_B1	mob\god\flame_salamander.bsr
36134	MOB_GOD_FLAME_SALAMANDER_B2	mob\god\flame_salamander.bsr
36135	MOB_GOD_FLAME_SALAMANDER_B3	mob\god\flame_salamander.bsr
36136	MOB_GOD_FLAME_SALAMANDER_B4	mob\god\flame_salamander.bsr
36137	MOB_GOD_FLAME_GIANT_A1	mob\god\flame_giant.bsr
36138	MOB_GOD_FLAME_GIANT_A2	mob\god\flame_giant.bsr
36139	MOB_GOD_FLAME_GIANT_A3	mob\god\flame_giant.bsr
36140	MOB_GOD_FLAME_GIANT_A4	mob\god\flame_giant.bsr
36141	MOB_GOD_FLAME_GIANT_B1	mob\god\flame_giant.bsr
36142	MOB_GOD_FLAME_GIANT_B2	mob\god\flame_giant.bsr
36143	MOB_GOD_FLAME_GIANT_B3	mob\god\flame_giant.bsr
36144	MOB_GOD_FLAME_GIANT_B4	mob\god\flame_giant.bsr
36145	MOB_GOD_FLAME_GHOST_A1	mob\god\flame_ghost.bsr
36146	MOB_GOD_FLAME_GHOST_A2	mob\god\flame_ghost.bsr
36147	MOB_GOD_FLAME_GHOST_A3	mob\god\flame_ghost.bsr
36148	MOB_GOD_FLAME_GHOST_A4	mob\god\flame_ghost.bsr
36149	MOB_GOD_FLAME_GHOST_B1	mob\god\flame_ghost.bsr
36150	MOB_GOD_FLAME_GHOST_B2	mob\god\flame_ghost.bsr
36151	MOB_GOD_FLAME_GHOST_B3	mob\god\flame_ghost.bsr
36152	MOB_GOD_FLAME_GHOST_B4	mob\god\flame_ghost.bsr
36153	MOB_GOD_FLAME_ARCHER_A1	mob\god\flame_archer.bsr
36154	MOB_GOD_FLAME_ARCHER_A2	mob\god\flame_archer.bsr
36155	MOB_GOD_FLAME_ARCHER_A3	mob\god\flame_archer.bsr
36156	MOB_GOD_FLAME_ARCHER_A4	mob\god\flame_archer.bsr
36157	MOB_GOD_FLAME_ARCHER_B1	mob\god\flame_archer.bsr
36158	MOB_GOD_FLAME_ARCHER_B2	mob\god\flame_archer.bsr
36159	MOB_GOD_FLAME_ARCHER_B3	mob\god\flame_archer.bsr
36160	MOB_GOD_FLAME_ARCHER_B4	mob\god\flame_archer.bsr
36161	MOB_GOD_FLAME_EVIL_A1	mob\god\flame_evil.bsr
36162	MOB_GOD_FLAME_EVIL_A2	mob\god\flame_evil.bsr
36163	MOB_GOD_FLAME_EVIL_A3	mob\god\flame_evil.bsr
36164	MOB_GOD_FLAME_EVIL_A4	mob\god\flame_evil.bsr
36165	MOB_GOD_FLAME_EVIL_B1	mob\god\flame_evil.bsr
36166	MOB_GOD_FLAME_EVIL_B2	mob\god\flame_evil.bsr
36167	MOB_GOD_FLAME_EVIL_B3	mob\god\flame_evil.bsr
36168	MOB_GOD_FLAME_EVIL_B4	mob\god\flame_evil.bsr
36169	MOB_GOD_FLAME_GIGANTIC_A1	mob\god\flame_gigantic.bsr
36170	MOB_GOD_FLAME_GIGANTIC_A2	mob\god\flame_gigantic.bsr
36171	MOB_GOD_FLAME_GIGANTIC_A3	mob\god\flame_gigantic.bsr
36172	MOB_GOD_FLAME_GIGANTIC_A4	mob\god\flame_gigantic.bsr
36173	MOB_GOD_FLAME_GIGANTIC_B1	mob\god\flame_gigantic.bsr
36174	MOB_GOD_FLAME_GIGANTIC_B2	mob\god\flame_gigantic.bsr
36175	MOB_GOD_FLAME_GIGANTIC_B3	mob\god\flame_gigantic.bsr
36176	MOB_GOD_FLAME_GIGANTIC_B4	mob\god\flame_gigantic.bsr
36177	MOB_GOD_FLAME_CRAZY_A1	mob\god\flame_crazy.bsr
36178	MOB_GOD_FLAME_CRAZY_A2	mob\god\flame_crazy.bsr
36179	MOB_GOD_FLAME_CRAZY_A3	mob\god\flame_crazy.bsr
36180	MOB_GOD_FLAME_CRAZY_A4	mob\god\flame_crazy.bsr
36181	MOB_GOD_FLAME_CRAZY_B1	mob\god\flame_crazy.bsr
36182	MOB_GOD_FLAME_CRAZY_B2	mob\god\flame_crazy.bsr
36183	MOB_GOD_FLAME_CRAZY_B3	mob\god\flame_crazy.bsr
36184	MOB_GOD_FLAME_CRAZY_B4	mob\god\flame_crazy.bsr
36185	MOB_GOD_FLAME_WITCH_A1	mob\god\flame_witch.bsr
36186	MOB_GOD_FLAME_WITCH_A2	mob\god\flame_witch.bsr
36187	MOB_GOD_FLAME_WITCH_A3	mob\god\flame_witch.bsr
36188	MOB_GOD_FLAME_WITCH_A4	mob\god\flame_witch.bsr
36189	MOB_GOD_FLAME_WITCH_B1	mob\god\flame_witch.bsr
36190	MOB_GOD_FLAME_WITCH_B2	mob\god\flame_witch.bsr
36191	MOB_GOD_FLAME_WITCH_B3	mob\god\flame_witch.bsr
36192	MOB_GOD_FLAME_WITCH_B4	mob\god\flame_witch.bsr
36193	MOB_GOD_FLAME_CAPTAIN_A1	mob\god\flame_captain.bsr
36194	MOB_GOD_FLAME_CAPTAIN_A2	mob\god\flame_captain.bsr
36195	MOB_GOD_FLAME_CAPTAIN_A3	mob\god\flame_captain.bsr
36196	MOB_GOD_FLAME_CAPTAIN_A4	mob\god\flame_captain.bsr
36197	MOB_GOD_FLAME_CAPTAIN_B1	mob\god\flame_captain.bsr
36198	MOB_GOD_FLAME_CAPTAIN_B2	mob\god\flame_captain.bsr
36199	MOB_GOD_FLAME_CAPTAIN_B3	mob\god\flame_captain.bsr
36200	MOB_GOD_FLAME_CAPTAIN_B4	mob\god\flame_captain.bsr
36201	MOB_GOD_FLAME_ADJUTANT_A1	mob\god\flame_adjutant.bsr
36202	MOB_GOD_FLAME_ADJUTANT_A2	mob\god\flame_adjutant.bsr
36203	MOB_GOD_FLAME_ADJUTANT_A3	mob\god\flame_adjutant.bsr
36204	MOB_GOD_FLAME_ADJUTANT_A4	mob\god\flame_adjutant.bsr
36205	MOB_GOD_FLAME_ADJUTANT_B1	mob\god\flame_adjutant.bsr
36206	MOB_GOD_FLAME_ADJUTANT_B2	mob\god\flame_adjutant.bsr
36207	MOB_GOD_FLAME_ADJUTANT_B3	mob\god\flame_adjutant.bsr
36208	MOB_GOD_FLAME_ADJUTANT_B4	mob\god\flame_adjutant.bsr
36209	MOB_GOD_FLAME_ENVY_A1	mob\god\elemental.bsr
36210	MOB_GOD_FLAME_ENVY_A2	mob\god\elemental.bsr
36211	MOB_GOD_FLAME_ENVY_A3	mob\god\elemental.bsr
36212	MOB_GOD_FLAME_ENVY_A4	mob\god\elemental.bsr
36213	MOB_GOD_FLAME_ENVY_B1	mob\god\elemental.bsr
36214	MOB_GOD_FLAME_ENVY_B2	mob\god\elemental.bsr
36215	MOB_GOD_FLAME_ENVY_B3	mob\god\elemental.bsr
36216	MOB_GOD_FLAME_ENVY_B4	mob\god\elemental.bsr
36217	MOB_GOD_FLAME_TREASUREBOX_A1	etc\event_pandora.bsr
36218	MOB_GOD_FLAME_TREASUREBOX_A2	etc\event_pandora.bsr
36219	MOB_GOD_FLAME_TREASUREBOX_A3	etc\event_pandora.bsr
36220	MOB_GOD_FLAME_TREASUREBOX_A4	etc\event_pandora.bsr
36221	MOB_GOD_FLAME_TREASUREBOX_B1	etc\event_pandora.bsr
36222	MOB_GOD_FLAME_TREASUREBOX_B2	etc\event_pandora.bsr
36223	MOB_GOD_FLAME_TREASUREBOX_B3	etc\event_pandora.bsr
36224	MOB_GOD_FLAME_TREASUREBOX_B4	etc\event_pandora.bsr
36225	MOB_GOD_GHOST_MARAUDER_A1	mob\god\ghost_marauder.bsr
36226	MOB_GOD_GHOST_MARAUDER_A2	mob\god\ghost_marauder.bsr
36227	MOB_GOD_GHOST_MARAUDER_A3	mob\god\ghost_marauder.bsr
36228	MOB_GOD_GHOST_MARAUDER_A4	mob\god\ghost_marauder.bsr
36229	MOB_GOD_GHOST_MARAUDER_B1	mob\god\ghost_marauder.bsr
36230	MOB_GOD_GHOST_MARAUDER_B2	mob\god\ghost_marauder.bsr
36231	MOB_GOD_GHOST_MARAUDER_B3	mob\god\ghost_marauder.bsr
36232	MOB_GOD_GHOST_MARAUDER_B4	mob\god\ghost_marauder.bsr
36233	MOB_GOD_GHOST_SEIREN_A1	mob\god\ghost_Seiren.bsr
36234	MOB_GOD_GHOST_SEIREN_A2	mob\god\ghost_Seiren.bsr
36235	MOB_GOD_GHOST_SEIREN_A3	mob\god\ghost_Seiren.bsr
36236	MOB_GOD_GHOST_SEIREN_A4	mob\god\ghost_Seiren.bsr
36237	MOB_GOD_GHOST_SEIREN_B1	mob\god\ghost_Seiren.bsr
36238	MOB_GOD_GHOST_SEIREN_B2	mob\god\ghost_Seiren.bsr
36239	MOB_GOD_GHOST_SEIREN_B3	mob\god\ghost_Seiren.bsr
36240	MOB_GOD_GHOST_SEIREN_B4	mob\god\ghost_Seiren.bsr
36241	MOB_GOD_GHOST_KINGNIPPER_A1	mob\god\ghost_kingnipper.bsr
36242	MOB_GOD_GHOST_KINGNIPPER_A2	mob\god\ghost_kingnipper.bsr
36243	MOB_GOD_GHOST_KINGNIPPER_A3	mob\god\ghost_kingnipper.bsr
36244	MOB_GOD_GHOST_KINGNIPPER_A4	mob\god\ghost_kingnipper.bsr
36245	MOB_GOD_GHOST_KINGNIPPER_B1	mob\god\ghost_kingnipper.bsr
36246	MOB_GOD_GHOST_KINGNIPPER_B2	mob\god\ghost_kingnipper.bsr
36247	MOB_GOD_GHOST_KINGNIPPER_B3	mob\god\ghost_kingnipper.bsr
36248	MOB_GOD_GHOST_KINGNIPPER_B4	mob\god\ghost_kingnipper.bsr
36249	MOB_GOD_GHOST_PIRATE_A1	mob\god\ghost_pirate.bsr
36250	MOB_GOD_GHOST_PIRATE_A2	mob\god\ghost_pirate.bsr
36251	MOB_GOD_GHOST_PIRATE_A3	mob\god\ghost_pirate.bsr
36252	MOB_GOD_GHOST_PIRATE_A4	mob\god\ghost_pirate.bsr
36253	MOB_GOD_GHOST_PIRATE_B1	mob\god\ghost_pirate.bsr
36254	MOB_GOD_GHOST_PIRATE_B2	mob\god\ghost_pirate.bsr
36255	MOB_GOD_GHOST_PIRATE_B3	mob\god\ghost_pirate.bsr
36256	MOB_GOD_GHOST_PIRATE_B4	mob\god\ghost_pirate.bsr
36257	MOB_GOD_GHOST_COMMANDER_A1	mob\god\ghost_commander.bsr
36258	MOB_GOD_GHOST_COMMANDER_A2	mob\god\ghost_commander.bsr
36259	MOB_GOD_GHOST_COMMANDER_A3	mob\god\ghost_commander.bsr
36260	MOB_GOD_GHOST_COMMANDER_A4	mob\god\ghost_commander.bsr
36261	MOB_GOD_GHOST_COMMANDER_B1	mob\god\ghost_commander.bsr
36262	MOB_GOD_GHOST_COMMANDER_B2	mob\god\ghost_commander.bsr
36263	MOB_GOD_GHOST_COMMANDER_B3	mob\god\ghost_commander.bsr
36264	MOB_GOD_GHOST_COMMANDER_B4	mob\god\ghost_commander.bsr
